NME_AREA_CIENCIA,MONTO_FINANCIADO_AP,AREA_TEMATICA
No disponible,248804830,APROVECHAMIENTO SOSTENIBLE DE RECURSOS HIDROBIOLOGICOS MARINOS COSTEROS Y CONTINENTALES
No disponible,247220600,APROVECHAMIENTO SOSTENIBLE DE RECURSOS HIDROBIOLOGICOS MARINOS COSTEROS Y CONTINENTALES
No disponible,149492552,ESTUDIAR CARACTERIZAR Y MONITOREAR LA BIODIVERSIDAD A DIFERENTES ESCALAS ECOSISTEMAS Y GRUPOS TAXONOMICOS.
No disponible,227419868,COMPONENTE BIOGEOFISICO DEL MEDIO AMBIENTE MARINO Y AGUAS CONTINENTALES
No disponible,143387533,GESTION INTEGRAL DE LA BIODIVERSIDAD (USO SOSTENIBLE Y CONSERVACION).
No disponible,214590200,COMPONENTE BIOGEOFISICO DEL MEDIO AMBIENTE MARINO Y AGUAS CONTINENTALES
No disponible,163997481,SALUD PUBLICA SISTEMAS Y SERVICIOS DE SALUD
No disponible,245227035,ENFERMEDADES TRANSMISIBLES
No disponible,241084272,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,250000000,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,249745130,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,199997160,INVESTIGACION FUNDAMENTAL
No disponible,189807500,SEGURIDAD ALIMENTARIA
No disponible,389661360,CALIDAD E INOCUIDAD DE INSUMOS Y PRODUCTOS
No disponible,198790000,ESTUDIOS DE LOS PROCESOS TERRESTRES
No disponible,198594806,ESTUDIOS DE LOS PROCESOS TERRESTRES
No disponible,139915813,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,148674500,CONOCIMIENTO Y VALORACION DE LOS SERVICIOS ECOSISTEMICOS.
No disponible,135644000,ESTUDIAR CARACTERIZAR Y MONITOREAR LA BIODIVERSIDAD A DIFERENTES ESCALAS ECOSISTEMAS Y GRUPOS TAXONOMICOS.
No disponible,181470344,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,234243218,SALUD MATERNA Y PERINATAL
No disponible,249260000,ENFERMEDADES TRANSMISIBLES
No disponible,213989529,DISCAPACIDAD ENFERMEDAD Y MUERTE POR CAUSAS EXTERNAS Y AMBIENTALES
No disponible,129728500,ENFERMEDADES TRANSMISIBLES
No disponible,299553870,4.5.4 TRANSFORMACION Y USO EFICIENTE Y SOSTENIBLE DE MATERIALES EN INGENIERIA. INCLUYE EL DISENO DESARROLLO E IMPLEMENTACION DE SISTEMAS AVANZADOS DE INGENIERIA DE MATERIALES
No disponible,200000000,4.1.2 IDENTIFICACION FORMULACION Y PRODUCCION DE INSUMOS QUIMICOS O BIOLOGICOS PARA LA PRODUCCION AGRICOLA Y PECUARIA
No disponible,152174000,BIODIVERSIDAD Y ECOSISTEMAS MARINOS  COSTEROS Y DULCEACUICOLAS
No disponible,299135993,4.3.2 DISENO DE PROCESOS PARA LA RESTAURACION ECOLOGICA DE SISTEMAS NATURALES O PARA EL ESTABLECIMIENTO DE SISTEMAS VERDES INTERCONECTADOS EN ZONAS URBANAS.
No disponible,199852380,4.1.2 IDENTIFICACION FORMULACION Y PRODUCCION DE INSUMOS QUIMICOS O BIOLOGICOS PARA LA PRODUCCION AGRICOLA Y PECUARIA
No disponible,199680950,CIENCIAS BASICAS BIOMEDICAS
No disponible,284507725,4.5.1 NUEVAS ARQUITECTURAS E INGENIERIA DE PROCESOS DE PRODUCCION QUE SEAN EFICIENTES ESTABLES ECONOMICAS Y AMBIENTALMENTE SOSTENIBLES
No disponible,299992770,4.1.2 IDENTIFICACION FORMULACION Y PRODUCCION DE INSUMOS QUIMICOS O BIOLOGICOS PARA LA PRODUCCION AGRICOLA Y PECUARIA
No disponible,281136020,4.5.2 NUEVAS METODOLOGIAS ANALITICAS Y COMPUTACIONALES PARA LA OPTIMIZACION Y GESTION DE LA OPERACION. LOS ASPECTOS DE INTERES EN ESTA LINEA INCLUYEN LA OPTIMIZACION Y GESTION DE LA CADENA DE INSUMO
No disponible,285711348,4.2.6 SISTEMAS DE TELEMEDICINA PARA EL DIAGNOSTICO MONITOREO Y TRATAMIENTO DE EFERMEDADES EN ZONAS RURALES
2 INGENIERIA Y TECNOLOGIA,294474750,4.5.4 TRANSFORMACION Y USO EFICIENTE Y SOSTENIBLE DE MATERIALES EN INGENIERIA. INCLUYE EL DISENO DESARROLLO E IMPLEMENTACION DE SISTEMAS AVANZADOS DE INGENIERIA DE MATERIALES
No disponible,299926672,4.1.3 PROCESOS Y TECNOLOGIAS PARA MEJORAMIENTO DE LA PRODUCTIVIDAD EN CADENAS DE VALOR AGROINDUSTRIALES
No disponible,299879580,4.1.2 IDENTIFICACION FORMULACION Y PRODUCCION DE INSUMOS QUIMICOS O BIOLOGICOS PARA LA PRODUCCION AGRICOLA Y PECUARIA
No disponible,299838000,4.3.3 DESARROLLO DE MODELOS SISTEMAS DE CONTROL TECNOLOGIAS Y PROCESOS BIOLOGICOS QUIMICOS Y FISICOS QUE PERMITAN LA GESTION SOSTENIBLE DE LOS RECURSOS AGUA AIRE Y SUELO
No disponible,299972627,4.5.3 DESARROLLO DE TECNOLOGIAS DE FABRICACION Y CONSTRUCCION A DIVERSAS ESCALAS DE TAMANO LO CUAL REQUIERE LA INCORPORACION DEL DISENO E IMPLEMENTACION DE MODELOS Y METODOS EXPERIMENTALES
No disponible,196738080,4.3.6 DESARROLLO DE TECNOLOGIAS INTEGRADAS BASADAS EN DISPOSITIVOS Y COMPONENTES SISTEMAS DE POTENCIA CONTROLES COMPUTACION REDES COMUNICACIONES Y TECNOLOGIAS CIBERNETICAS
No disponible,395967990,MANEJO COSECHA POSCOSECHA Y TRANSFORMACION
No disponible,399999985,CALIDAD E INOCUIDAD DE INSUMOS Y PRODUCTOS
No disponible,300000000,4.3.6 DESARROLLO DE TECNOLOGIAS INTEGRADAS BASADAS EN DISPOSITIVOS Y COMPONENTES SISTEMAS DE POTENCIA CONTROLES COMPUTACION REDES COMUNICACIONES Y TECNOLOGIAS CIBERNETICAS
No disponible,399730000,MANEJO SANITARIO Y FITOSANITARIO
No disponible,399080000,TRANSFERENCIA DE TECNOLOGIA ASISTENCIA TECNICA E INNOVACION
No disponible,392545920,MANEJO COSECHA POSCOSECHA Y TRANSFORMACION
No disponible,199967011,BIOLOGIA
No disponible,196459032,4.5.4 TRANSFORMACION Y USO EFICIENTE Y SOSTENIBLE DE MATERIALES EN INGENIERIA. INCLUYE EL DISENO DESARROLLO E IMPLEMENTACION DE SISTEMAS AVANZADOS DE INGENIERIA DE MATERIALES
No disponible,481699580,SISTEMA EDUCATIVO GESTION PARTICIPACION DESCENTRALIZACION Y FINANCIACION.
No disponible,300000000,4.1.1 DISENO DESARROLLO Y MANUFACTURA DE EQUIPOS Y HERRAMIENTAS
No disponible,399949000,MATERIAL DE SIEMBRA Y MEJORAMIENTO GENETICO
No disponible,299680920,4.1.3 PROCESOS Y TECNOLOGIAS PARA MEJORAMIENTO DE LA PRODUCTIVIDAD EN CADENAS DE VALOR AGROINDUSTRIALES
No disponible,135633200,4.4.2 DESARROLLO Y PRODUCCION DE DISPOSITIVOS MEDICOS IMPLANTES QUIRURGICOS TEJIDOS ARTIFICIALES Y PROTESIS PARA LA SOLUCION DE PROBLEMATICAS ASOCIADAS QUE AFECTEN LA CALIDAD DE VIDA
No disponible,398056890,TRANSFERENCIA DE TECNOLOGIA ASISTENCIA TECNICA E INNOVACION
No disponible,285714000,4.3.5 DISENO DE SISTEMAS DE TRANSPORTE MULTIMODALES SEGUROS EFICIENTES CONVENIENTES SOSTENIBLES Y ESTETICOS
No disponible,199197592,BIOLOGIA
No disponible,289514610,4.1.3 PROCESOS Y TECNOLOGIAS PARA MEJORAMIENTO DE LA PRODUCTIVIDAD EN CADENAS DE VALOR AGROINDUSTRIALES
No disponible,399999985,CALIDAD E INOCUIDAD DE INSUMOS Y PRODUCTOS
No disponible,149853477,GESTION INTEGRAL DE LA BIODIVERSIDAD (USO SOSTENIBLE Y CONSERVACION).
No disponible,297823680,4.1.2 IDENTIFICACION FORMULACION Y PRODUCCION DE INSUMOS QUIMICOS O BIOLOGICOS PARA LA PRODUCCION AGRICOLA Y PECUARIA
No disponible,239856100,ENFERMEDADES CRONICAS NO TRANSMISIBLES
No disponible,108981457,ENFERMEDADES CRONICAS NO TRANSMISIBLES
2 INGENIERIA Y TECNOLOGIA,199500000,4.5.4 TRANSFORMACION Y USO EFICIENTE Y SOSTENIBLE DE MATERIALES EN INGENIERIA. INCLUYE EL DISENO DESARROLLO E IMPLEMENTACION DE SISTEMAS AVANZADOS DE INGENIERIA DE MATERIALES
No disponible,299915210,4.1.3 PROCESOS Y TECNOLOGIAS PARA MEJORAMIENTO DE LA PRODUCTIVIDAD EN CADENAS DE VALOR AGROINDUSTRIALES
No disponible,199079817,CIENCIAS BASICAS BIOMEDICAS
No disponible,192520020,4.3.1 DISENO Y DESARROLLO DE MODELOS PARA EL APOYO A LA TOMA DE DECISIONES SISTEMAS DE INFRAESTRUCTURA PROCESOS Y SERVICIOS INTERDEPENDIENTES CON CAPACIDAD DE ADAPTACION A LOS CAMBIOS DEL ENTORNO
No disponible,198378000,NUEVOS MEDICAMENTOS
No disponible,199620336,CIENCIAS BASICAS BIOMEDICAS
No disponible,195622750,QUIMICA
No disponible,198378000,CIENCIAS BASICAS BIOMEDICAS
No disponible,380759938,5.	DESARROLLO DE SOLUCIONES QUE PROMUEVAN TANTO LA EFICIENCIA ENERGETICA COMO EL USO SOSTENIBLE DE FUENTES NO CONVENCIONALES DE ENERGIA- FNCE.
No disponible,200000000,MEDIO AMBIENTE MARINO Y AGUAS CONTINENTALES BIODIVERSIDAD Y APROVECHAMIENTO SOSTENIBLE. APROVECHAMIENTO SOSTENIBLE DE RECURSOS HIDROBIOLOGICOS MARINOS COSTEROS Y CONTINENTALES
No disponible,198378000,CIENCIAS BASICAS BIOMEDICAS
No disponible,194226610,NUEVOS MEDICAMENTOS
No disponible,200000000,MATEMATICAS
No disponible,469361183,3.	DESARROLLO DE BIOPRODUCTOS Y BIOPROCESOS PARA USOS EN MEDICINA
No disponible,198528265,CIENCIAS BASICAS BIOMEDICAS
No disponible,184050700,FISICA
No disponible,199480100,QUIMICA
No disponible,197871689,FISICA
No disponible,199920940,MEDIO AMBIENTE MARINO Y AGUAS CONTINENTALES BIODIVERSIDAD Y APROVECHAMIENTO SOSTENIBLE. COMPONENTE BIOGEOFISICO DEL MEDIO AMBIENTE MARINO Y AGUAS CONTINENTALES
No disponible,199976045,CIENCIAS BASICAS BIOMEDICAS
No disponible,199378000,FISICA
No disponible,199480100,QUIMICA
No disponible,73901000,MATEMATICAS
No disponible,199935271,CIENCIAS BASICAS BIOMEDICAS
No disponible,199999111,QUIMICA
No disponible,198598420,SALUD AMBIENTAL
No disponible,171012857,SALUD MATERNA Y PERINATAL
No disponible,153242898,BIOLOGIA
No disponible,199373803,DISCAPACIDAD HABILITACION REHABILITACION Y MUERTE POR CAUSAS EXTERNAS
No disponible,199969350,CIENCIAS BASICAS BIOMEDICAS
No disponible,184754238,3.	DESARROLLO DE BIOPRODUCTOS Y BIOPROCESOS PARA USOS EN MEDICINA
No disponible,181306453,SALUD AMBIENTAL
No disponible,199369890,MATEMATICAS
No disponible,178958998,SALUD MATERNA Y PERINATAL
No disponible,199999189,QUIMICA
No disponible,159880085,SALUD MENTAL Y CONSTRUCCION DE PAZ
No disponible,199920940,SALUD AMBIENTAL
No disponible,199923000,FISICA
No disponible,143549028,MATEMATICAS
No disponible,199999189,AREA RECURSOS ENERGETICOS NO-RENOVABLES Y MINERIA - LINEA DE INVESTIGACION  CARACTERIZACION MINERIA
No disponible,187535634,BIOLOGIA
No disponible,199621056,DISCAPACIDAD HABILITACION REHABILITACION Y MUERTE POR CAUSAS EXTERNAS
No disponible,200000000,BIOLOGIA
No disponible,193661744,SALUD MENTAL Y CONSTRUCCION DE PAZ
No disponible,199999934,CIENCIAS BASICAS BIOMEDICAS
No disponible,194079810,SALUD MATERNA Y PERINATAL
No disponible,200000000,FISICA
No disponible,199982107,CIENCIAS BASICAS BIOMEDICAS
No disponible,424789213,3.	DESARROLLO DE BIOPRODUCTOS Y BIOPROCESOS PARA USOS EN MEDICINA
No disponible,197714536,SALUD SEXUAL Y REPRODUCTIVA
No disponible,151001013,DISCAPACIDAD HABILITACION REHABILITACION Y MUERTE POR CAUSAS EXTERNAS
No disponible,199999970,DISCAPACIDAD HABILITACION REHABILITACION Y MUERTE POR CAUSAS EXTERNAS
No disponible,198843086,DISCAPACIDAD HABILITACION REHABILITACION Y MUERTE POR CAUSAS EXTERNAS
No disponible,198818840,SALUD AMBIENTAL
No disponible,199954003,SALUD AMBIENTAL
No disponible,199657954,CIENCIAS BASICAS BIOMEDICAS
No disponible,199940979,QUIMICA
No disponible,188873469,CIENCIAS BASICAS BIOMEDICAS
No disponible,200000000,BIOLOGIA
No disponible,195470340,FISICA
No disponible,199810730,CIENCIAS BASICAS BIOMEDICAS
No disponible,199969350,CIENCIAS BASICAS BIOMEDICAS
No disponible,199920940,BIOLOGIA
No disponible,199480100,AREA ESTUDIOS DE LOS PROCESOS TERRESTRES - LINEA DE INVESTIGACION GEODINAMICA
No disponible,194542692,BIOLOGIA
No disponible,197925000,QUIMICA
No disponible,199253500,CIENCIAS BASICAS BIOMEDICAS
No disponible,197175875,BIOLOGIA
No disponible,198378000,MATEMATICAS
No disponible,199930367,BIOLOGIA
No disponible,337429032,3.	DESARROLLO DE BIOPRODUCTOS Y BIOPROCESOS PARA USOS EN MEDICINA
No disponible,199815401,CIENCIAS BASICAS BIOMEDICAS
No disponible,193228496,DISCAPACIDAD HABILITACION REHABILITACION Y MUERTE POR CAUSAS EXTERNAS
No disponible,396756000,CALIDAD E INOCUIDAD DE INSUMOS Y PRODUCTOS
No disponible,193333671,BIOLOGIA
No disponible,199810730,BIODIVERSIDAD Y SUS SERVICIOS ECOSISTEMICOS. CONOCIMIENTO Y VALORACION DE LOS SERVICIOS ECOSISTEMICOS
No disponible,200000000,CIENCIAS BASICAS BIOMEDICAS
No disponible,199480100,FISICA
No disponible,200000000,FISICA
No disponible,499597875,3.	DESARROLLO DE BIOPRODUCTOS Y BIOPROCESOS PARA USOS EN MEDICINA
No disponible,199892541,CIENCIAS BASICAS BIOMEDICAS
No disponible,198610221,BIOLOGIA
No disponible,199605000,MATEMATICAS
No disponible,198378000,SALUD MENTAL Y CONSTRUCCION DE PAZ
No disponible,200000000,4.5.5	MEJORA DE LOS PROCESOS DE PRODUCCION Y UTILIZACION DE LA ENERGIA A PARTIR DE FUENTES CONVENCIONALES Y NO CONVENCIONALES.
No disponible,199999999,QUIMICA
No disponible,199638535,CIENCIAS BASICAS BIOMEDICAS
No disponible,196724850,QUIMICA
No disponible,193969600,BIOLOGIA
No disponible,189653062,SALUD SEXUAL Y REPRODUCTIVA
No disponible,198965503,SALUD MENTAL Y CONSTRUCCION DE PAZ
No disponible,195501519,BIOLOGIA
No disponible,173746065,MATEMATICAS
No disponible,141303547,FISICA
No disponible,178213978,FISICA
No disponible,196692889,CIENCIAS BASICAS BIOMEDICAS
No disponible,196173800,FISICA
No disponible,191182389,SALUD AMBIENTAL
No disponible,199932200,SALUD MENTAL Y CONSTRUCCION DE PAZ
No disponible,197149374,CIENCIAS BASICAS BIOMEDICAS
No disponible,199985964,MATEMATICAS
No disponible,68682652,DISCAPACIDAD HABILITACION REHABILITACION Y MUERTE POR CAUSAS EXTERNAS
No disponible,197328766,DISCAPACIDAD HABILITACION REHABILITACION Y MUERTE POR CAUSAS EXTERNAS
No disponible,199999189,QUIMICA
No disponible,199432599,CIENCIAS BASICAS BIOMEDICAS
No disponible,194645000,BIOLOGIA
No disponible,199999189,QUIMICA
No disponible,199200000,BIOLOGIA
No disponible,199997937,CIENCIAS BASICAS BIOMEDICAS
No disponible,200000000,SALUD MATERNA Y PERINATAL
No disponible,194079810,CIENCIAS BASICAS BIOMEDICAS
No disponible,199920940,CIENCIAS BASICAS BIOMEDICAS
No disponible,108005800,MATEMATICAS
No disponible,186863259,NUEVOS MEDICAMENTOS
No disponible,199920938,BIOLOGIA
No disponible,199976045,QUIMICA
No disponible,199929180,FISICA
No disponible,199999264,QUIMICA
No disponible,167519200,BIOLOGIA
No disponible,199999999,BIOLOGIA
No disponible,197888433,CIENCIAS BASICAS BIOMEDICAS
No disponible,199480100,QUIMICA
No disponible,194886580,CIENCIAS BASICAS BIOMEDICAS
No disponible,199965542,CIENCIAS BASICAS BIOMEDICAS
No disponible,35777889,5.	DESARROLLO DE SOLUCIONES QUE PROMUEVAN TANTO LA EFICIENCIA ENERGETICA COMO EL USO SOSTENIBLE DE FUENTES NO CONVENCIONALES DE ENERGIA- FNCE.
No disponible,199502142,MATEMATICAS
No disponible,196173800,SALUD AMBIENTAL
No disponible,199999999,BIOLOGIA
No disponible,199791160,CIENCIAS BASICAS BIOMEDICAS
No disponible,199998574,CIENCIAS BASICAS BIOMEDICAS
1 CIENCIAS NATURALES,199999999,BIODIVERSIDAD Y SUS SERVICIOS ECOSISTEMICOS. ESTUDIAR CARACTERIZAR Y MONITOREAR LA BIODIVERSIDAD A DIFERENTES ESCALAS ECOSISTEMAS Y GRUPOS TAXONOMICOS
No disponible,200000000,FISICA
No disponible,229196098,3.	DESARROLLO DE BIOPRODUCTOS Y BIOPROCESOS PARA USOS EN MEDICINA
No disponible,200000000,FISICA
No disponible,199920037,4.5.3	DESARROLLO DE TECNOLOGIAS DE FABRICACION Y CONSTRUCCION A DIVERSAS ESCALAS DE TAMANO LO CUAL REQUIERE LA INCORPORACION DEL DISENO E IMPLEMENTACION DE MODELOS Y METODOS EXPERIMENTALES EN EL PROC
No disponible,196790860,CIENCIAS BASICAS BIOMEDICAS
No disponible,499853194,SISTEMAS Y SERVICIOS DE SALUD-DETERMINANTES DE LA SALUD.
No disponible,200000000,4.3.6	DESARROLLO DE TECNOLOGIAS INTEGRADAS BASADAS EN DISPOSITIVOS Y COMPONENTES SISTEMAS DE POTENCIA CONTROLES COMPUTACION REDES COMUNICACIONES Y TECNOLOGIAS CIBERNETICAS.
No disponible,193958579,BIODIVERSIDAD Y SUS SERVICIOS ECOSISTEMICOS. CONOCIMIENTO Y VALORACION DE LOS SERVICIOS ECOSISTEMICOS
No disponible,200000000,AREA RECURSOS ENERGETICOS NO-RENOVABLES Y MINERIA - LINEA DE INVESTIGACION  CARACTERIZACION MINERIA
No disponible,199903323,BIODIVERSIDAD Y SUS SERVICIOS ECOSISTEMICOS. GESTION INTEGRAL DE LA BIODIVERSIDAD (USO SOSTENIBLE Y CONSERVACION)
No disponible,198643278,4.4.2	DESARROLLO Y PRODUCCION DE DISPOSITIVOS MEDICOS IMPLANTES QUIRURGICOS TEJIDOS ARTIFICIALES Y PROTESIS PARA LA SOLUCION DE PROBLEMATICAS ASOCIADAS QUE AFECTEN LA CALIDAD DE VIDA EN LOS DIFEREN
No disponible,198649332,4.5.2	NUEVAS METODOLOGIAS ANALITICAS Y COMPUTACIONALES PARA LA OPTIMIZACION Y GESTION DE LA OPERACION.
No disponible,199996138,AREA PROCESOS SUPERFICIALES DE LA TIERRA - LINEA DE INVESTIGACION GEOAMENAZAS
No disponible,200000000,AREA PROCESOS SUPERFICIALES DE LA TIERRA - LINEA DE INVESTIGACION GEOAMENAZAS
No disponible,199789914,AREA PROCESOS SUPERFICIALES DE LA TIERRA - LINEA DE INVESTIGACION GEOAMENAZAS
No disponible,180976045,QUIMICA
No disponible,199959618,BIODIVERSIDAD Y SUS SERVICIOS ECOSISTEMICOS. CONOCIMIENTO Y VALORACION DE LOS SERVICIOS ECOSISTEMICOS
No disponible,199820000,4.2.1	SISTEMAS PARA SUMINISTRO PERMANENTE DE AGUA POTABLE Y ENERGIA A BAJO COSTO.
No disponible,200000000,4.1.1.	DISENO DESARROLLO Y MANUFACTURA DE EQUIPOS Y HERRAMIENTAS.
No disponible,109107900,4.1.3 PROCESOS Y TECNOLOGIAS PARA MEJORAMIENTO DE LA PRODUCTIVIDAD EN CADENAS DE VALOR	AGROINDUSTRIALES.
No disponible,200000000,4.4.3	DESARROLLO DE NUEVAS TECNOLOGIAS PARA DIAGNOSTICO CLINICO DE ENFERMEDADES. INCLUYE LA FABRICACION DE PROTOTIPOS Y EL DISENO DE PROCESOS DE PRODUCCION DE LAS NUEVAS TECNOLOGIAS A ESCALA PLANTA PI
No disponible,199370886,4.4.1	DISENO DESARROLLO Y MANUFACTURA DE PRODUCTOS FARMACEUTICOS NUTRACEUTICOS BIOLOGICOS SUPLEMENTOS DIETARIOS Y COSMETICOS.
No disponible,399983200,MATERIAL DE SIEMBRA Y MEJORAMIENTO GENETICO
No disponible,199260000,4.5.2	NUEVAS METODOLOGIAS ANALITICAS Y COMPUTACIONALES PARA LA OPTIMIZACION Y GESTION DE LA OPERACION.
No disponible,200000000,4.4.1	DISENO DESARROLLO Y MANUFACTURA DE PRODUCTOS FARMACEUTICOS NUTRACEUTICOS BIOLOGICOS SUPLEMENTOS DIETARIOS Y COSMETICOS.
No disponible,198532294,4.3.5 DISENO DE SISTEMAS DE TRANSPORTE MULTIMODALES SEGUROS EFICIENTES CONVENIENTES SOSTENIBLES Y ESTETICOS.
No disponible,199976045,4.4.2	DESARROLLO Y PRODUCCION DE DISPOSITIVOS MEDICOS IMPLANTES QUIRURGICOS TEJIDOS ARTIFICIALES Y PROTESIS PARA LA SOLUCION DE PROBLEMATICAS ASOCIADAS QUE AFECTEN LA CALIDAD DE VIDA EN LOS DIFEREN
No disponible,198342654,4.5.3	DESARROLLO DE TECNOLOGIAS DE FABRICACION Y CONSTRUCCION A DIVERSAS ESCALAS DE TAMANO LO CUAL REQUIERE LA INCORPORACION DEL DISENO E IMPLEMENTACION DE MODELOS Y METODOS EXPERIMENTALES EN EL PROC
No disponible,348818506,ENFERMEDADES RARAS Y HUERFANAS.
No disponible,199931961,AREA ESTUDIOS DE LOS PROCESOS TERRESTRES - LINEA DE INVESTIGACION GEODINAMICA
No disponible,200000000,4.1.3 PROCESOS Y TECNOLOGIAS PARA MEJORAMIENTO DE LA PRODUCTIVIDAD EN CADENAS DE VALOR	AGROINDUSTRIALES.
No disponible,199926739,BIODIVERSIDAD Y SUS SERVICIOS ECOSISTEMICOS. CONOCIMIENTO Y VALORACION DE LOS SERVICIOS ECOSISTEMICOS
No disponible,199811000,AREA ESTUDIOS DE LOS PROCESOS TERRESTRES - LINEA DE INVESTIGACION GEODINAMICA
No disponible,199700520,BIODIVERSIDAD Y SUS SERVICIOS ECOSISTEMICOS. CONOCIMIENTO Y VALORACION DE LOS SERVICIOS ECOSISTEMICOS
No disponible,200000000,4.3.1	DISENO Y DESARROLLO DE MODELOS PARA EL APOYO A LA TOMA DE DECISIONES SISTEMAS DE INFRAESTRUCTURA PROCESOS Y SERVICIOS INTERDEPENDIENTES CON CAPACIDAD DE ADAPTACION A LOS CAMBIOS.
No disponible,352672000,MATERIAL DE SIEMBRA Y MEJORAMIENTO GENETICO
No disponible,198546004,4.5.3	DESARROLLO DE TECNOLOGIAS DE FABRICACION Y CONSTRUCCION A DIVERSAS ESCALAS DE TAMANO LO CUAL REQUIERE LA INCORPORACION DEL DISENO E IMPLEMENTACION DE MODELOS Y METODOS EXPERIMENTALES EN EL PROC
No disponible,198252487,4.4.2	DESARROLLO Y PRODUCCION DE DISPOSITIVOS MEDICOS IMPLANTES QUIRURGICOS TEJIDOS ARTIFICIALES Y PROTESIS PARA LA SOLUCION DE PROBLEMATICAS ASOCIADAS QUE AFECTEN LA CALIDAD DE VIDA EN LOS DIFEREN
No disponible,200000000,BIODIVERSIDAD Y SUS SERVICIOS ECOSISTEMICOS. CONOCIMIENTO Y VALORACION DE LOS SERVICIOS ECOSISTEMICOS
No disponible,198929050,4.4.2	DESARROLLO Y PRODUCCION DE DISPOSITIVOS MEDICOS IMPLANTES QUIRURGICOS TEJIDOS ARTIFICIALES Y PROTESIS PARA LA SOLUCION DE PROBLEMATICAS ASOCIADAS QUE AFECTEN LA CALIDAD DE VIDA EN LOS DIFEREN
No disponible,167777777,4.1.3 PROCESOS Y TECNOLOGIAS PARA MEJORAMIENTO DE LA PRODUCTIVIDAD EN CADENAS DE VALOR	AGROINDUSTRIALES.
No disponible,199568268,MEDIO AMBIENTE MARINO Y AGUAS CONTINENTALES BIODIVERSIDAD Y APROVECHAMIENTO SOSTENIBLE.BIODIVERSIDAD Y ECOSISTEMAS MARINOS  COSTEROS Y DULCEACUICOLAS
No disponible,103156560,4.5.3	DESARROLLO DE TECNOLOGIAS DE FABRICACION Y CONSTRUCCION A DIVERSAS ESCALAS DE TAMANO LO CUAL REQUIERE LA INCORPORACION DEL DISENO E IMPLEMENTACION DE MODELOS Y METODOS EXPERIMENTALES EN EL PROC
No disponible,200000000,4.5.2	NUEVAS METODOLOGIAS ANALITICAS Y COMPUTACIONALES PARA LA OPTIMIZACION Y GESTION DE LA OPERACION.
No disponible,200000000,4.5.4	TRANSFORMACION Y USO EFICIENTE Y SOSTENIBLE DE MATERIALES EN INGENIERIA. INCLUYE EL DISENO DESARROLLO E IMPLEMENTACION DE SISTEMAS AVANZADOS DE INGENIERIA DE MATERIALES.
No disponible,250200000,AREA ESTUDIOS DE LOS PROCESOS TERRESTRES - LINEA DE INVESTIGACION GEODINAMICA
No disponible,199723664,FISICA
No disponible,199980000,4.2.3	DISENO DE INFRAESTRUCTURA HABILITANTE DE BAJA HUELLA DE CARBONO Y QUE SE ADAPTE A LOS CAMBIOS DEL ENTORNO SOCIAL TERRITORIAL Y DE POLITICAS EN ZONAS RURALES.
No disponible,200000000,4.5.5	MEJORA DE LOS PROCESOS DE PRODUCCION Y UTILIZACION DE LA ENERGIA A PARTIR DE FUENTES CONVENCIONALES Y NO CONVENCIONALES.
No disponible,369381066,SISTEMAS Y SERVICIOS DE SALUD-DETERMINANTES DE LA SALUD.
No disponible,199987066,4.1.2.	IDENTIFICACION FORMULACION Y PRODUCCION DE INSUMOS QUIMICOS O BIOLOGICOS PARA LA PRODUCCION AGRICOLA Y PECUARIA.
No disponible,142064228,4.1.3 PROCESOS Y TECNOLOGIAS PARA MEJORAMIENTO DE LA PRODUCTIVIDAD EN CADENAS DE VALOR	AGROINDUSTRIALES.
No disponible,200000000,4.4.2	DESARROLLO Y PRODUCCION DE DISPOSITIVOS MEDICOS IMPLANTES QUIRURGICOS TEJIDOS ARTIFICIALES Y PROTESIS PARA LA SOLUCION DE PROBLEMATICAS ASOCIADAS QUE AFECTEN LA CALIDAD DE VIDA EN LOS DIFEREN
No disponible,200000000,BIODIVERSIDAD Y SUS SERVICIOS ECOSISTEMICOS. ESTUDIAR CARACTERIZAR Y MONITOREAR LA BIODIVERSIDAD A DIFERENTES ESCALAS ECOSISTEMAS Y GRUPOS TAXONOMICOS
No disponible,200000000,MEDIO AMBIENTE MARINO Y AGUAS CONTINENTALES BIODIVERSIDAD Y APROVECHAMIENTO SOSTENIBLE.BIODIVERSIDAD Y ECOSISTEMAS MARINOS  COSTEROS Y DULCEACUICOLAS
No disponible,200000000,4.4.1	DISENO DESARROLLO Y MANUFACTURA DE PRODUCTOS FARMACEUTICOS NUTRACEUTICOS BIOLOGICOS SUPLEMENTOS DIETARIOS Y COSMETICOS.
No disponible,199945959,BIODIVERSIDAD Y SUS SERVICIOS ECOSISTEMICOS. ESTUDIAR CARACTERIZAR Y MONITOREAR LA BIODIVERSIDAD A DIFERENTES ESCALAS ECOSISTEMAS Y GRUPOS TAXONOMICOS
No disponible,199973043,4.1.2.	IDENTIFICACION FORMULACION Y PRODUCCION DE INSUMOS QUIMICOS O BIOLOGICOS PARA LA PRODUCCION AGRICOLA Y PECUARIA.
